Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_H2_z1,Demand_H2_z2,Demand_H2_z3,Demand_Zero
63,158557,118790,41920,31937.18,30440.74,15988.28,0
64,156619,119000,42495,31937.18,30440.74,15988.28,0
65,159702,122566,45170,31937.18,30440.74,15988.28,0
66,172920,131432,48842,31937.18,30440.74,15988.28,0
67,190552,134516,48940,31937.18,30440.74,15988.28,0
68,195464,133504,48002,31937.18,30440.74,15988.28,0
69,195905,131445,46281,31937.18,30440.74,15988.28,0
70,192350,127076,43770,31937.18,30440.74,15988.28,0
71,185262,120730,40467,31937.18,30440.74,15988.28,0
72,177743,113955,37303,31937.18,30440.74,15988.28,0
73,172940,109498,35194,31937.18,30440.74,15988.28,0
74,171628,107088,34077,31937.18,30440.74,15988.28,0
75,172454,106460,33430,31937.18,30440.74,15988.28,0
76,174542,106816,33256,31937.18,30440.74,15988.28,0
77,179240,108901,33909,31937.18,30440.74,15988.28,0
78,189386,114730,36207,31937.18,30440.74,15988.28,0
79,204604,124281,40819,31937.18,30440.74,15988.28,0
80,213023,129774,43642,31937.18,30440.74,15988.28,0
81,207678,128819,43950,31937.18,30440.74,15988.28,0
82,195542,126629,44259,31937.18,30440.74,15988.28,0
83,182753,124627,44355,31937.18,30440.74,15988.28,0
84,170965,122036,44051,31937.18,30440.74,15988.28,0
85,160886,119724,43612,31937.18,30440.74,15988.28,0
86,152984,117832,43401,31937.18,30440.74,15988.28,0
87,146634,116089,43081,31937.18,30440.74,15988.28,0
88,143657,116045,43449,31937.18,30440.74,15988.28,0
89,145527,119091,46067,31937.18,30440.74,15988.28,0
90,156397,126630,48785,31937.18,30440.74,15988.28,0
91,171513,128753,48671,31937.18,30440.74,15988.28,0
92,174731,126841,47356,31937.18,30440.74,15988.28,0
93,174353,124128,45393,31937.18,30440.74,15988.28,0
94,170450,119270,42633,31937.18,30440.74,15988.28,0
95,162623,111470,39089,31937.18,30440.74,15988.28,0
96,153886,104075,35604,31937.18,30440.74,15988.28,0
97,147603,98493,33240,31937.18,30440.74,15988.28,0
98,145864,95645,31901,31937.18,30440.74,15988.28,0
99,145574,94097,31191,31937.18,30440.74,15988.28,0
100,147441,93875,30950,31937.18,30440.74,15988.28,0
101,151578,95683,31518,31937.18,30440.74,15988.28,0
102,161486,101191,33697,31937.18,30440.74,15988.28,0
103,178259,111083,38092,31937.18,30440.74,15988.28,0
104,186863,117644,41168,31937.18,30440.74,15988.28,0
105,181220,117227,41807,31937.18,30440.74,15988.28,0
106,169115,115174,42127,31937.18,30440.74,15988.28,0
107,157110,112935,42079,31937.18,30440.74,15988.28,0
108,147658,110453,41752,31937.18,30440.74,15988.28,0
109,140356,108343,41421,31937.18,30440.74,15988.28,0
110,135497,106767,41341,31937.18,30440.74,15988.28,0
111,131391,105238,41091,31937.18,30440.74,15988.28,0
112,128819,104340,41342,31937.18,30440.74,15988.28,0
113,129898,107071,43618,31937.18,30440.74,15988.28,0
114,137862,115195,46656,31937.18,30440.74,15988.28,0
115,151104,118937,46558,31937.18,30440.74,15988.28,0
116,153842,118385,45326,31937.18,30440.74,15988.28,0
117,153444,116311,43447,31937.18,30440.74,15988.28,0
118,149867,112147,40837,31937.18,30440.74,15988.28,0
119,143118,105847,37438,31937.18,30440.74,15988.28,0
120,135583,98697,34236,31937.18,30440.74,15988.28,0
121,130406,93739,32017,31937.18,30440.74,15988.28,0
122,128328,91112,30696,31937.18,30440.74,15988.28,0
123,128517,89760,30019,31937.18,30440.74,15988.28,0
124,130129,89495,29771,31937.18,30440.74,15988.28,0
125,134603,91305,30322,31937.18,30440.74,15988.28,0
126,144249,96555,32505,31937.18,30440.74,15988.28,0
127,160790,106168,36847,31937.18,30440.74,15988.28,0
128,170327,112052,39694,31937.18,30440.74,15988.28,0
129,165797,110991,40153,31937.18,30440.74,15988.28,0
130,156023,108281,40301,31937.18,30440.74,15988.28,0
131,146273,105784,40271,31937.18,30440.74,15988.28,0
132,138551,103196,39930,31937.18,30440.74,15988.28,0
133,132827,100775,39482,31937.18,30440.74,15988.28,0
134,129017,99113,39165,31937.18,30440.74,15988.28,0
135,125620,97310,38726,31937.18,30440.74,15988.28,0
136,123198,95980,38906,31937.18,30440.74,15988.28,0
137,123115,97125,40838,31937.18,30440.74,15988.28,0
138,128605,103913,43477,31937.18,30440.74,15988.28,0
139,138475,106539,43127,31937.18,30440.74,15988.28,0
140,137629,104885,41675,31937.18,30440.74,15988.28,0
141,135331,102694,39872,31937.18,30440.74,15988.28,0
142,132067,99675,37884,31937.18,30440.74,15988.28,0
143,127095,94951,35181,31937.18,30440.74,15988.28,0
144,119980,89207,32327,31937.18,30440.74,15988.28,0
145,114161,84632,30071,31937.18,30440.74,15988.28,0
146,110388,81448,28660,31937.18,30440.74,15988.28,0
147,108471,79764,27830,31937.18,30440.74,15988.28,0
148,107781,79220,27457,31937.18,30440.74,15988.28,0
149,108842,79838,27594,31937.18,30440.74,15988.28,0
150,111939,82169,28467,31937.18,30440.74,15988.28,0
151,117165,85984,30095,31937.18,30440.74,15988.28,0
152,122809,90203,31811,31937.18,30440.74,15988.28,0
153,127409,92906,33689,31937.18,30440.74,15988.28,0
154,129304,93900,35036,31937.18,30440.74,15988.28,0
155,128053,93531,35604,31937.18,30440.74,15988.28,0
156,125617,92321,35551,31937.18,30440.74,15988.28,0
157,122980,90463,35157,31937.18,30440.74,15988.28,0
158,120091,88612,34625,31937.18,30440.74,15988.28,0
159,117791,87019,34219,31937.18,30440.74,15988.28,0
160,116745,86336,34499,31937.18,30440.74,15988.28,0
161,116919,88125,36601,31937.18,30440.74,15988.28,0
162,121744,95431,39571,31937.18,30440.74,15988.28,0
163,130550,98837,39583,31937.18,30440.74,15988.28,0
164,129160,97623,38343,31937.18,30440.74,15988.28,0
165,125976,96035,36894,31937.18,30440.74,15988.28,0
166,121936,93382,35299,31937.18,30440.74,15988.28,0
167,116797,89903,33229,31937.18,30440.74,15988.28,0
168,110170,85388,30931,31937.18,30440.74,15988.28,0
169,104337,81372,28957,31937.18,30440.74,15988.28,0
170,100884,79103,27715,31937.18,30440.74,15988.28,0
171,99237,77863,26910,31937.18,30440.74,15988.28,0
172,98973,77691,26590,31937.18,30440.74,15988.28,0
173,100058,78297,26655,31937.18,30440.74,15988.28,0
174,102709,80288,27280,31937.18,30440.74,15988.28,0
175,107571,83440,28539,31937.18,30440.74,15988.28,0
176,113698,87076,29878,31937.18,30440.74,15988.28,0
177,120356,90261,31686,31937.18,30440.74,15988.28,0
178,123336,91749,33384,31937.18,30440.74,15988.28,0
179,122726,91375,34483,31937.18,30440.74,15988.28,0
180,120597,90398,35050,31937.18,30440.74,15988.28,0
181,120152,89981,35409,31937.18,30440.74,15988.28,0
182,119939,89411,35476,31937.18,30440.74,15988.28,0
183,119102,88426,35432,31937.18,30440.74,15988.28,0
184,118320,88770,35814,31937.18,30440.74,15988.28,0
185,119957,92178,38216,31937.18,30440.74,15988.28,0
186,125497,100640,41526,31937.18,30440.74,15988.28,0
187,134113,104566,41672,31937.18,30440.74,15988.28,0
188,133330,104541,40969,31937.18,30440.74,15988.28,0
189,130945,104017,39763,31937.18,30440.74,15988.28,0
190,125919,101074,37699,31937.18,30440.74,15988.28,0
191,117802,95983,34915,31937.18,30440.74,15988.28,0
192,109380,90850,32274,31937.18,30440.74,15988.28,0
193,102513,87108,30437,31937.18,30440.74,15988.28,0
194,98931,85252,29358,31937.18,30440.74,15988.28,0
195,97609,84654,28836,31937.18,30440.74,15988.28,0
196,97730,84930,28826,31937.18,30440.74,15988.28,0
197,100439,87495,29522,31937.18,30440.74,15988.28,0
198,108464,93901,31985,31937.18,30440.74,15988.28,0
199,123706,104802,36719,31937.18,30440.74,15988.28,0
200,133848,111775,39762,31937.18,30440.74,15988.28,0
201,133399,112051,40268,31937.18,30440.74,15988.28,0
202,133395,111131,40554,31937.18,30440.74,15988.28,0
203,134354,110551,40714,31937.18,30440.74,15988.28,0
204,134774,109436,40463,31937.18,30440.74,15988.28,0
205,134291,108111,40011,31937.18,30440.74,15988.28,0
206,133713,107107,39724,31937.18,30440.74,15988.28,0
207,132567,106167,39291,31937.18,30440.74,15988.28,0
208,131956,106221,39473,31937.18,30440.74,15988.28,0
209,132995,108716,41620,31937.18,30440.74,15988.28,0
210,138097,115422,45082,31937.18,30440.74,15988.28,0
211,146456,117749,44957,31937.18,30440.74,15988.28,0
212,146070,116825,43999,31937.18,30440.74,15988.28,0
213,141362,114497,42385,31937.18,30440.74,15988.28,0
214,133704,109787,39690,31937.18,30440.74,15988.28,0
215,125226,102902,36254,31937.18,30440.74,15988.28,0
216,115747,95854,33025,31937.18,30440.74,15988.28,0
217,108540,90765,30795,31937.18,30440.74,15988.28,0
218,103975,88202,29492,31937.18,30440.74,15988.28,0
219,101821,86940,28857,31937.18,30440.74,15988.28,0
220,101451,87208,28705,31937.18,30440.74,15988.28,0
221,103679,89415,29373,31937.18,30440.74,15988.28,0
222,111031,95690,31723,31937.18,30440.74,15988.28,0
223,125520,106524,36423,31937.18,30440.74,15988.28,0
224,134747,113281,39301,31937.18,30440.74,15988.28,0
225,134281,112585,39872,31937.18,30440.74,15988.28,0
226,133752,109978,40217,31937.18,30440.74,15988.28,0
227,133895,107421,40258,31937.18,30440.74,15988.28,0
228,133092,105040,40033,31937.18,30440.74,15988.28,0
229,132397,102761,39635,31937.18,30440.74,15988.28,0
230,131641,101424,39459,31937.18,30440.74,15988.28,0
231,131192,99884,39219,31937.18,30440.74,15988.28,0
232,130497,99332,39638,31937.18,30440.74,15988.28,0
233,131896,101642,41833,31937.18,30440.74,15988.28,0
234,138146,109136,44687,31937.18,30440.74,15988.28,0
235,146175,113187,44536,31937.18,30440.74,15988.28,0
236,145603,112802,43242,31937.18,30440.74,15988.28,0
237,141645,111037,41382,31937.18,30440.74,15988.28,0
238,135308,107565,38872,31937.18,30440.74,15988.28,0
239,125074,101236,35535,31937.18,30440.74,15988.28,0
240,115120,94989,32454,31937.18,30440.74,15988.28,0
241,107832,90685,30392,31937.18,30440.74,15988.28,0
242,103079,88602,29295,31937.18,30440.74,15988.28,0
243,100599,87722,28749,31937.18,30440.74,15988.28,0
244,99653,88095,28728,31937.18,30440.74,15988.28,0
245,100794,90308,29439,31937.18,30440.74,15988.28,0
246,107544,96297,31918,31937.18,30440.74,15988.28,0
247,121302,106752,36694,31937.18,30440.74,15988.28,0
248,131062,113056,39513,31937.18,30440.74,15988.28,0
249,131480,112041,39914,31937.18,30440.74,15988.28,0
250,132060,110299,39942,31937.18,30440.74,15988.28,0
251,133492,108953,39850,31937.18,30440.74,15988.28,0
252,134224,107674,39509,31937.18,30440.74,15988.28,0
253,133883,106462,39106,31937.18,30440.74,15988.28,0
254,133105,105963,38966,31937.18,30440.74,15988.28,0
255,131961,105306,38769,31937.18,30440.74,15988.28,0
256,131496,105454,39069,31937.18,30440.74,15988.28,0
257,133305,108248,41312,31937.18,30440.74,15988.28,0
258,138633,113648,44463,31937.18,30440.74,15988.28,0
259,146916,114938,44447,31937.18,30440.74,15988.28,0
260,145775,112973,43175,31937.18,30440.74,15988.28,0
261,142120,110191,41338,31937.18,30440.74,15988.28,0
262,136579,105322,38683,31937.18,30440.74,15988.28,0
263,127725,98195,35295,31937.18,30440.74,15988.28,0
264,118073,91053,32172,31937.18,30440.74,15988.28,0
265,110866,85866,30093,31937.18,30440.74,15988.28,0
266,107171,82669,28913,31937.18,30440.74,15988.28,0
267,105512,80987,28290,31937.18,30440.74,15988.28,0
268,105566,80609,28170,31937.18,30440.74,15988.28,0
269,107933,82191,28797,31937.18,30440.74,15988.28,0
270,115887,87638,31086,31937.18,30440.74,15988.28,0
271,131079,98037,35496,31937.18,30440.74,15988.28,0
272,140772,104867,38809,31937.18,30440.74,15988.28,0
273,139748,105289,40032,31937.18,30440.74,15988.28,0
274,138360,104749,40703,31937.18,30440.74,15988.28,0
275,137999,105025,41131,31937.18,30440.74,15988.28,0
276,137375,104775,41306,31937.18,30440.74,15988.28,0
277,136880,104189,41248,31937.18,30440.74,15988.28,0
278,136582,103493,41176,31937.18,30440.74,15988.28,0
279,136391,102687,40825,31937.18,30440.74,15988.28,0
280,136726,102619,40931,31937.18,30440.74,15988.28,0
281,138953,104823,42756,31937.18,30440.74,15988.28,0
282,145560,110900,44988,31937.18,30440.74,15988.28,0
283,156528,113586,44700,31937.18,30440.74,15988.28,0
284,158223,112453,43217,31937.18,30440.74,15988.28,0
285,156506,110589,41259,31937.18,30440.74,15988.28,0
286,151549,106792,38634,31937.18,30440.74,15988.28,0
287,143592,100948,35286,31937.18,30440.74,15988.28,0
288,135095,94680,32146,31937.18,30440.74,15988.28,0
289,128942,90350,29936,31937.18,30440.74,15988.28,0
290,126760,88073,28725,31937.18,30440.74,15988.28,0
291,126842,87478,28086,31937.18,30440.74,15988.28,0
292,128195,88157,27868,31937.18,30440.74,15988.28,0
293,132248,90710,28378,31937.18,30440.74,15988.28,0
294,141877,97162,30645,31937.18,30440.74,15988.28,0
295,158016,107644,35153,31937.18,30440.74,15988.28,0
296,169105,115571,38406,31937.18,30440.74,15988.28,0
297,169655,116971,39318,31937.18,30440.74,15988.28,0
298,167667,117800,39982,31937.18,30440.74,15988.28,0
299,165395,118646,40442,31937.18,30440.74,15988.28,0
300,161376,118622,40594,31937.18,30440.74,15988.28,0
301,157010,117939,40536,31937.18,30440.74,15988.28,0
302,152780,116953,40614,31937.18,30440.74,15988.28,0
303,149135,115876,40480,31937.18,30440.74,15988.28,0
304,146731,115532,40897,31937.18,30440.74,15988.28,0
305,148422,117442,42949,31937.18,30440.74,15988.28,0
306,156118,123798,45584,31937.18,30440.74,15988.28,0
307,167095,125578,45427,31937.18,30440.74,15988.28,0
308,167719,123148,43965,31937.18,30440.74,15988.28,0
309,166218,120728,42203,31937.18,30440.74,15988.28,0
310,162190,116948,40107,31937.18,30440.74,15988.28,0
311,156388,111654,37405,31937.18,30440.74,15988.28,0
312,150193,105521,34623,31937.18,30440.74,15988.28,0
313,144740,100916,32481,31937.18,30440.74,15988.28,0
314,142352,98134,31136,31937.18,30440.74,15988.28,0
315,141992,96752,30271,31937.18,30440.74,15988.28,0
316,142976,96113,29938,31937.18,30440.74,15988.28,0
317,146173,96682,30099,31937.18,30440.74,15988.28,0
318,151352,98913,30927,31937.18,30440.74,15988.28,0
319,159436,102697,32685,31937.18,30440.74,15988.28,0
320,167639,106944,34505,31937.18,30440.74,15988.28,0
321,173116,109939,36580,31937.18,30440.74,15988.28,0
322,170598,111325,38238,31937.18,30440.74,15988.28,0
323,164166,111184,38992,31937.18,30440.74,15988.28,0
324,155834,109763,39103,31937.18,30440.74,15988.28,0
325,147974,107703,38780,31937.18,30440.74,15988.28,0
326,140994,105648,38402,31937.18,30440.74,15988.28,0
327,135800,104047,38089,31937.18,30440.74,15988.28,0
328,133152,103834,38344,31937.18,30440.74,15988.28,0
329,134375,106484,40362,31937.18,30440.74,15988.28,0
330,141511,112938,43566,31937.18,30440.74,15988.28,0
331,154186,116186,43821,31937.18,30440.74,15988.28,0
332,156129,115067,42702,31937.18,30440.74,15988.28,0
333,156019,113343,41196,31937.18,30440.74,15988.28,0
334,153959,110872,39682,31937.18,30440.74,15988.28,0
335,149829,106610,37760,31937.18,30440.74,15988.28,0
336,143901,101661,35487,31937.18,30440.74,15988.28,0
337,138950,97448,33513,31937.18,30440.74,15988.28,0
338,136884,95151,32329,31937.18,30440.74,15988.28,0
339,136300,93686,31634,31937.18,30440.74,15988.28,0
340,137452,93496,31454,31937.18,30440.74,15988.28,0
341,139773,94237,31650,31937.18,30440.74,15988.28,0
342,144226,96328,32350,31937.18,30440.74,15988.28,0
343,151024,99735,33727,31937.18,30440.74,15988.28,0
344,159359,103599,35132,31937.18,30440.74,15988.28,0
345,164929,106309,37096,31937.18,30440.74,15988.28,0
346,160076,107281,38724,31937.18,30440.74,15988.28,0
347,150320,106491,39750,31937.18,30440.74,15988.28,0
348,141251,105060,40206,31937.18,30440.74,15988.28,0
349,134723,103797,40310,31937.18,30440.74,15988.28,0
350,129585,102070,40087,31937.18,30440.74,15988.28,0
351,125108,100587,39844,31937.18,30440.74,15988.28,0
352,122899,100449,40066,31937.18,30440.74,15988.28,0
353,123753,103558,42015,31937.18,30440.74,15988.28,0
354,130766,111726,45273,31937.18,30440.74,15988.28,0
355,144271,116767,45573,31937.18,30440.74,15988.28,0
356,147444,116787,44703,31937.18,30440.74,15988.28,0
357,148714,116223,43703,31937.18,30440.74,15988.28,0
358,146595,113524,41845,31937.18,30440.74,15988.28,0
359,142798,109615,39537,31937.18,30440.74,15988.28,0
360,137805,105283,37050,31937.18,30440.74,15988.28,0
361,133756,101936,35143,31937.18,30440.74,15988.28,0
362,132336,100065,33957,31937.18,30440.74,15988.28,0
363,132220,99646,33355,31937.18,30440.74,15988.28,0
364,133422,100287,33263,31937.18,30440.74,15988.28,0
365,136562,102411,33811,31937.18,30440.74,15988.28,0
366,143136,107238,35502,31937.18,30440.74,15988.28,0
367,152547,114471,38408,31937.18,30440.74,15988.28,0
368,160497,119837,40781,31937.18,30440.74,15988.28,0
369,162090,120856,42406,31937.18,30440.74,15988.28,0
370,159037,119554,43650,31937.18,30440.74,15988.28,0
371,154461,118043,44243,31937.18,30440.74,15988.28,0
372,149309,116027,44058,31937.18,30440.74,15988.28,0
373,144680,113504,43536,31937.18,30440.74,15988.28,0
374,140415,111810,43095,31937.18,30440.74,15988.28,0
375,137408,110721,42581,31937.18,30440.74,15988.28,0
376,135283,110517,42588,31937.18,30440.74,15988.28,0
377,135454,112666,44261,31937.18,30440.74,15988.28,0
378,141196,118701,47225,31937.18,30440.74,15988.28,0
379,150310,119802,46924,31937.18,30440.74,15988.28,0
380,150341,118175,45847,31937.18,30440.74,15988.28,0
381,146785,115020,43982,31937.18,30440.74,15988.28,0
382,139757,109698,41179,31937.18,30440.74,15988.28,0
383,131097,102803,37862,31937.18,30440.74,15988.28,0
384,121612,95620,34598,31937.18,30440.74,15988.28,0
385,114006,90002,32286,31937.18,30440.74,15988.28,0
386,110178,86835,30881,31937.18,30440.74,15988.28,0
387,108514,85212,30147,31937.18,30440.74,15988.28,0
388,108875,84859,29943,31937.18,30440.74,15988.28,0
389,111631,86486,30534,31937.18,30440.74,15988.28,0
390,119396,92045,32693,31937.18,30440.74,15988.28,0
391,134732,101864,37059,31937.18,30440.74,15988.28,0
392,144017,108273,40042,31937.18,30440.74,15988.28,0
393,141576,108890,40745,31937.18,30440.74,15988.28,0
394,138165,108661,41071,31937.18,30440.74,15988.28,0
395,136458,108601,41328,31937.18,30440.74,15988.28,0
396,134880,108233,41377,31937.18,30440.74,15988.28,0
397,133327,107232,41378,31937.18,30440.74,15988.28,0
398,132146,106314,41381,31937.18,30440.74,15988.28,0
399,130466,104901,41266,31937.18,30440.74,15988.28,0
400,129339,103576,41504,31937.18,30440.74,15988.28,0
401,130525,105382,43193,31937.18,30440.74,15988.28,0
402,135443,111516,45508,31937.18,30440.74,15988.28,0
403,144011,113792,45093,31937.18,30440.74,15988.28,0
404,144475,112225,43673,31937.18,30440.74,15988.28,0
405,140598,109693,41547,31937.18,30440.74,15988.28,0
406,134391,105252,38906,31937.18,30440.74,15988.28,0
407,125576,98786,35544,31937.18,30440.74,15988.28,0
408,116275,92061,32377,31937.18,30440.74,15988.28,0
409,109320,87103,30219,31937.18,30440.74,15988.28,0
410,106271,84795,29012,31937.18,30440.74,15988.28,0
411,105127,84025,28343,31937.18,30440.74,15988.28,0
412,105981,84601,28188,31937.18,30440.74,15988.28,0
413,109165,86918,28949,31937.18,30440.74,15988.28,0
414,117803,93334,31479,31937.18,30440.74,15988.28,0
415,134110,104350,36263,31937.18,30440.74,15988.28,0
416,145356,111489,39234,31937.18,30440.74,15988.28,0
417,145244,111784,39931,31937.18,30440.74,15988.28,0
418,144747,111527,40417,31937.18,30440.74,15988.28,0
419,144151,111382,40782,31937.18,30440.74,15988.28,0
420,142388,110704,40854,31937.18,30440.74,15988.28,0
421,139895,109909,40700,31937.18,30440.74,15988.28,0
422,137733,109088,40705,31937.18,30440.74,15988.28,0
423,136049,108182,40538,31937.18,30440.74,15988.28,0
424,134934,108283,40884,31937.18,30440.74,15988.28,0
425,136892,111384,42884,31937.18,30440.74,15988.28,0
426,143858,118957,46607,31937.18,30440.74,15988.28,0
427,156405,123446,47084,31937.18,30440.74,15988.28,0
428,158589,123087,46028,31937.18,30440.74,15988.28,0
429,156630,121065,44235,31937.18,30440.74,15988.28,0
430,152155,117238,41808,31937.18,30440.74,15988.28,0
431,144962,111341,38594,31937.18,30440.74,15988.28,0
432,136404,105019,35535,31937.18,30440.74,15988.28,0
433,130377,100672,33505,31937.18,30440.74,15988.28,0
434,128045,98820,32449,31937.18,30440.74,15988.28,0
435,127988,98032,31947,31937.18,30440.74,15988.28,0
436,129573,98669,31893,31937.18,30440.74,15988.28,0
437,133703,101392,32665,31937.18,30440.74,15988.28,0
438,143852,107951,35168,31937.18,30440.74,15988.28,0
439,161387,118930,40035,31937.18,30440.74,15988.28,0
440,172256,125296,42863,31937.18,30440.74,15988.28,0
441,169370,124109,43295,31937.18,30440.74,15988.28,0
442,162489,121081,43331,31937.18,30440.74,15988.28,0
443,155714,119031,43331,31937.18,30440.74,15988.28,0
444,149342,116643,42988,31937.18,30440.74,15988.28,0
445,143573,114640,42548,31937.18,30440.74,15988.28,0
446,139429,113271,42273,31937.18,30440.74,15988.28,0
447,136300,112180,41986,31937.18,30440.74,15988.28,0
448,134400,112310,42370,31937.18,30440.74,15988.28,0
449,135349,115109,44297,31937.18,30440.74,15988.28,0
450,140728,121257,47189,31937.18,30440.74,15988.28,0
451,152260,124637,47132,31937.18,30440.74,15988.28,0
452,154542,123581,45983,31937.18,30440.74,15988.28,0
453,152354,121344,43960,31937.18,30440.74,15988.28,0
454,147442,117086,41346,31937.18,30440.74,15988.28,0
455,139328,109984,38006,31937.18,30440.74,15988.28,0
456,130215,103300,34775,31937.18,30440.74,15988.28,0
457,123226,98646,32623,31937.18,30440.74,15988.28,0
458,120072,96171,31344,31937.18,30440.74,15988.28,0
459,118793,95233,30707,31937.18,30440.74,15988.28,0
460,119175,95479,30562,31937.18,30440.74,15988.28,0
461,121891,97896,31282,31937.18,30440.74,15988.28,0
462,129622,103946,33573,31937.18,30440.74,15988.28,0
463,144500,114107,38203,31937.18,30440.74,15988.28,0
464,153477,120790,41058,31937.18,30440.74,15988.28,0
465,150763,120880,41704,31937.18,30440.74,15988.28,0
466,146142,120012,42096,31937.18,30440.74,15988.28,0
467,142711,119111,42282,31937.18,30440.74,15988.28,0
468,139581,117441,42203,31937.18,30440.74,15988.28,0
469,136873,115820,41846,31937.18,30440.74,15988.28,0
470,135586,114636,41604,31937.18,30440.74,15988.28,0
471,134019,113543,41181,31937.18,30440.74,15988.28,0
472,133206,113431,41245,31937.18,30440.74,15988.28,0
473,133720,115333,42862,31937.18,30440.74,15988.28,0
474,137061,121038,46012,31937.18,30440.74,15988.28,0
475,142927,122859,46037,31937.18,30440.74,15988.28,0
476,141380,120740,44703,31937.18,30440.74,15988.28,0
477,137047,118051,43042,31937.18,30440.74,15988.28,0
478,131735,114284,41072,31937.18,30440.74,15988.28,0
479,124890,108877,38463,31937.18,30440.74,15988.28,0
480,116896,102808,35639,31937.18,30440.74,15988.28,0
481,109544,98101,33531,31937.18,30440.74,15988.28,0
482,104880,95213,32176,31937.18,30440.74,15988.28,0
483,102228,93616,31408,31937.18,30440.74,15988.28,0
484,100932,92925,31092,31937.18,30440.74,15988.28,0
485,101461,93391,31277,31937.18,30440.74,15988.28,0
486,104096,95258,32115,31937.18,30440.74,15988.28,0
487,108837,98494,33836,31937.18,30440.74,15988.28,0
488,114799,102837,35901,31937.18,30440.74,15988.28,0
489,120926,106393,38190,31937.18,30440.74,15988.28,0
490,126439,110225,40236,31937.18,30440.74,15988.28,0
491,130350,112553,41529,31937.18,30440.74,15988.28,0
492,131407,113004,42017,31937.18,30440.74,15988.28,0
493,131403,112157,41929,31937.18,30440.74,15988.28,0
494,130088,110588,41558,31937.18,30440.74,15988.28,0
